Date,recession,debt,color,stocks,restaurant,portfolio,inflation,housing,dow jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,ring,wall street,banks,greed,bribery,insider trading,bankruptcy,recession,debt,color,stocks,restaurant,portfolio,inflation,housing,dow jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,ring,wall street,banks,greed,bribery,insider trading,bankruptcy,Datetimes
12/17/17,1,7,55,8,75,2,5,31,17,12,2,93,2,15,7,86,11,42,16,10,3,16,7,7,25,72,42,86,8,26,1,3,4,45,4,21,32,38,77,7,4,31,7,5,7,73,14,48,9,17,2,11,3,3,1,2,1,0,44,41,15,27,25,40,2,10,5,28,12/17/17
12/24/17,0,5,54,8,86,2,4,30,11,10,1,86,2,17,7,100,9,40,13,8,3,17,5,3,22,57,37,90,8,27,1,1,2,41,3,26,32,39,95,0,5,22,3,7,4,73,10,50,14,22,3,13,3,3,1,3,1,9,18,18,12,36,11,12,0,6,4,39,12/24/17
12/31/17,0,6,55,10,74,3,4,36,14,11,2,94,2,17,9,99,9,44,16,10,3,17,6,3,23,70,39,82,8,27,1,1,2,50,5,19,40,62,63,5,3,30,11,11,5,68,17,35,12,18,3,10,3,2,1,3,1,0,36,29,10,43,24,23,0,3,3,10,12/31/17
1/7/18,1,7,58,9,71,3,5,40,16,14,3,89,2,16,9,96,11,45,18,10,3,18,7,7,23,82,43,73,9,30,1,1,2,54,2,22,33,45,66,3,3,27,7,15,11,71,7,52,15,21,2,10,3,3,1,4,1,7,34,27,13,27,36,31,2,6,9,31,1/7/18
1/14/18,1,7,58,8,77,3,5,39,19,15,3,89,2,16,9,88,10,45,18,10,3,17,7,8,25,81,44,69,9,32,1,2,2,51,6,21,33,50,75,2,5,32,12,9,8,64,12,36,19,21,4,11,4,2,1,2,1,7,27,50,13,19,27,27,0,3,0,28,1/14/18
1/21/18,1,7,59,9,78,3,5,41,19,17,3,90,2,19,9,87,11,48,20,11,3,18,9,10,26,95,49,73,8,28,1,2,2,59,3,17,43,52,78,2,3,35,8,15,17,72,11,48,20,21,4,13,4,3,1,3,2,7,43,59,27,34,23,20,0,3,3,33,1/21/18
1/28/18,1,8,58,9,73,3,6,42,29,20,3,93,2,22,9,90,11,48,20,11,4,18,9,10,25,94,49,73,11,28,1,2,2,58,5,15,43,56,69,6,9,40,25,9,11,72,15,48,13,23,5,14,4,3,1,3,2,7,44,34,22,19,29,34,0,3,5,36,1/28/18
2/4/18,1,8,60,11,71,3,7,42,100,20,3,93,3,21,8,89,11,53,20,11,4,18,10,11,26,96,45,79,11,26,1,2,2,56,16,35,31,75,63,6,8,39,100,11,9,61,25,49,9,18,4,24,4,3,1,3,2,7,46,43,6,38,26,22,3,3,3,20,2/4/18
2/11/18,1,8,58,8,82,3,7,40,46,21,3,90,3,22,7,85,11,47,18,10,3,18,8,11,27,91,46,72,9,27,1,2,2,57,8,30,47,43,63,2,15,38,21,13,8,67,18,35,13,20,4,14,4,2,1,3,1,0,53,46,16,32,18,31,2,3,6,23,2/11/18
2/18/18,1,8,60,9,77,3,6,41,29,21,2,93,2,20,7,88,10,47,19,10,3,18,8,10,24,88,45,69,8,31,1,2,2,60,7,22,35,28,78,3,3,38,9,11,4,76,12,41,7,25,4,15,4,3,1,3,1,7,81,18,20,26,29,30,0,6,6,44,2/18/18
2/25/18,1,8,62,8,76,3,6,42,36,21,3,98,2,19,7,85,11,49,20,10,4,18,8,11,24,94,48,74,8,27,1,3,2,60,10,19,41,38,52,3,7,43,14,11,11,54,8,33,13,17,4,12,4,3,2,3,1,7,55,40,14,40,21,25,2,10,10,45,2/25/18
3/4/18,1,8,61,7,75,3,6,41,37,19,3,92,2,17,7,82,11,48,19,10,3,18,8,10,24,88,47,70,9,27,1,2,3,59,14,29,31,36,67,0,4,43,22,12,9,52,24,35,19,19,3,14,3,3,1,3,1,8,30,49,23,34,21,34,3,3,8,64,3/4/18
3/11/18,1,7,59,7,78,3,5,40,28,19,2,90,2,17,6,80,10,47,18,10,3,17,7,7,24,84,45,68,8,26,1,2,2,67,8,35,39,28,72,3,4,40,10,9,4,66,12,39,11,19,2,11,5,3,1,3,1,7,47,29,19,30,22,23,0,0,3,51,3/11/18
3/18/18,1,8,61,7,77,3,5,42,38,18,2,88,2,17,6,81,10,48,19,10,4,18,7,9,26,85,46,66,8,26,1,2,2,63,10,30,41,44,62,3,4,48,14,9,2,72,13,41,11,17,3,12,4,3,1,3,1,7,33,44,16,26,26,31,4,6,8,52,3/18/18
3/25/18,1,7,61,7,82,3,6,43,39,18,2,90,3,16,6,84,10,51,18,9,4,18,7,7,25,83,45,68,8,36,1,2,2,71,6,35,41,38,74,2,3,48,14,16,2,69,19,33,8,18,4,18,3,3,1,3,2,8,35,27,20,31,24,30,5,3,7,40,3/25/18
4/1/18,1,8,61,7,78,3,5,45,53,20,2,95,3,17,7,82,10,50,18,10,4,18,7,8,25,86,45,70,8,29,1,2,2,63,13,14,40,40,70,9,4,45,27,14,10,58,11,37,9,20,3,16,4,3,1,3,2,0,34,42,14,24,21,15,0,5,5,52,4/1/18
4/8/18,1,8,62,6,73,3,6,45,40,22,3,93,2,19,7,84,10,49,19,11,4,18,8,9,30,89,47,70,8,28,1,2,2,59,14,29,40,30,63,3,5,42,11,15,8,64,16,36,9,16,3,14,3,5,1,3,1,0,68,38,17,22,23,23,0,3,8,31,4/8/18
4/15/18,1,8,60,6,76,3,6,44,30,23,2,92,2,20,6,84,11,49,19,11,4,18,8,8,29,88,46,68,8,30,1,2,2,63,5,31,43,30,72,3,2,42,13,15,6,60,10,30,15,17,2,14,4,3,1,3,1,0,59,37,23,18,18,28,2,3,5,34,4/15/18
4/22/18,1,8,61,6,75,3,6,44,31,18,3,88,2,15,6,81,10,49,20,10,4,18,8,10,27,87,46,67,8,28,1,2,2,55,7,27,25,26,64,2,7,48,19,12,4,73,5,23,12,15,6,11,4,2,1,3,1,11,49,23,16,27,29,24,2,3,3,30,4/22/18
4/29/18,1,8,60,6,77,3,6,45,29,17,3,95,2,14,6,85,10,48,19,10,4,18,8,10,26,84,47,67,7,28,1,2,2,64,4,21,42,27,78,3,4,40,5,12,7,61,6,25,8,18,4,12,3,4,1,3,2,0,67,47,19,28,20,22,0,3,7,35,4/29/18
5/6/18,1,7,61,6,81,3,6,41,29,16,3,88,2,14,6,82,10,48,19,10,4,19,7,9,27,82,45,70,7,30,1,2,2,56,8,27,42,34,75,2,6,40,13,15,5,74,9,45,11,14,2,12,4,2,1,3,1,16,51,39,19,34,23,36,2,3,5,48,5/6/18
5/13/18,1,7,62,6,80,2,5,41,26,15,2,91,2,13,6,80,12,46,17,9,4,19,7,7,28,74,43,74,8,32,1,2,1,55,8,31,46,30,89,5,5,38,4,8,7,74,9,32,7,14,2,12,3,2,1,3,1,8,43,47,14,40,20,24,0,7,0,23,5/13/18
5/20/18,1,7,60,5,77,2,5,40,26,15,2,89,2,13,6,81,10,47,17,9,5,19,6,7,26,70,41,75,8,29,1,1,1,55,6,21,31,26,77,2,2,40,7,10,12,65,17,26,11,16,2,14,5,3,1,2,2,9,60,21,16,26,25,35,0,9,0,26,5/20/18
5/27/18,1,6,58,5,82,2,5,41,26,13,2,90,2,13,6,81,9,48,16,8,4,18,6,5,24,69,39,74,7,31,1,2,3,51,16,16,36,29,88,2,7,34,11,11,5,57,10,27,18,14,2,12,5,2,1,4,1,0,22,31,15,36,17,29,3,4,4,31,5/27/18
6/3/18,1,7,55,6,79,2,4,41,26,14,2,92,2,13,6,80,8,48,16,9,5,18,6,5,24,70,40,70,7,30,1,2,2,53,5,27,40,43,75,6,9,38,6,10,6,58,20,20,15,15,4,19,4,4,1,2,1,0,33,21,18,35,18,35,0,5,0,31,6/3/18
6/10/18,1,7,57,6,85,2,4,42,27,15,1,93,2,12,6,80,8,47,16,9,4,18,6,5,26,73,40,77,8,31,1,1,2,57,5,31,49,38,65,4,3,42,6,12,2,70,11,37,6,15,2,12,3,2,1,2,1,0,25,25,17,32,20,33,0,4,4,41,6/10/18
6/17/18,1,7,55,6,88,2,4,41,31,14,1,93,2,13,6,84,7,48,16,9,4,18,6,5,24,77,39,73,8,31,1,1,2,55,4,32,44,31,89,5,3,40,16,11,2,53,10,20,13,20,1,10,4,4,1,2,1,0,36,44,12,27,20,32,0,7,4,19,6/17/18
6/24/18,1,7,55,5,89,2,4,42,32,14,1,93,2,12,6,79,7,47,16,9,4,19,6,4,24,73,38,71,8,31,1,1,2,56,17,34,41,39,89,0,2,44,7,6,4,80,15,26,15,10,2,13,4,3,0,3,1,0,26,13,13,30,20,20,0,4,4,36,6/24/18
7/1/18,1,6,53,5,91,2,4,40,23,11,1,96,3,12,6,81,7,46,14,8,4,19,5,4,23,66,39,73,9,32,1,1,2,47,13,22,33,32,77,2,0,34,10,5,3,70,5,25,8,12,3,13,5,2,1,3,1,9,31,13,11,26,12,19,0,0,0,28,7/1/18
7/8/18,1,7,55,5,88,2,4,44,29,14,1,96,2,13,7,80,8,48,16,9,4,19,6,4,24,73,40,76,7,31,1,1,2,54,8,20,37,25,100,4,11,49,7,12,7,75,20,20,10,19,3,14,5,4,1,3,1,9,26,21,16,41,12,18,0,8,4,28,7/8/18
7/15/18,1,7,56,5,88,2,4,44,26,14,1,92,2,13,6,82,7,50,15,9,4,18,6,4,27,72,38,76,8,35,1,2,2,55,13,22,43,33,63,3,3,37,8,11,4,57,14,19,9,19,2,16,4,3,1,2,2,0,30,17,11,28,29,44,0,8,4,34,7/15/18
7/22/18,1,7,59,6,91,2,5,44,28,14,1,90,2,13,6,81,7,49,18,9,4,18,6,4,24,75,38,74,8,32,1,1,2,54,7,35,50,29,97,4,2,45,10,11,4,65,15,26,14,15,2,18,5,3,1,2,1,9,60,39,8,45,30,39,0,4,4,30,7/22/18
7/29/18,1,7,56,6,88,2,4,47,26,14,1,97,2,13,6,82,7,47,17,9,4,18,6,4,23,73,38,73,8,32,1,1,2,58,12,35,31,38,73,4,6,44,15,8,5,63,4,29,11,16,3,12,4,3,1,4,1,9,53,35,11,38,23,31,3,0,4,41,7/29/18
8/5/18,1,7,55,6,87,2,4,44,23,13,1,93,2,13,6,79,7,48,16,9,4,18,6,4,26,70,38,75,8,31,1,1,9,58,15,38,38,29,80,3,5,43,9,10,3,51,13,30,9,16,1,15,4,3,1,3,1,18,39,48,11,28,23,24,0,6,4,31,8/5/18
8/12/18,1,7,57,6,88,2,4,46,26,13,2,93,2,13,6,80,8,52,17,9,4,18,7,4,28,69,43,72,9,34,1,2,2,55,6,37,39,32,61,2,4,54,12,10,8,77,18,31,12,17,2,15,3,3,1,3,1,0,36,72,8,25,16,40,0,0,8,42,8/12/18
8/19/18,1,7,57,6,82,2,4,42,26,13,2,89,2,13,5,77,9,51,18,9,4,18,6,6,30,70,43,72,8,36,1,2,2,54,19,32,29,36,74,4,8,42,5,5,9,89,12,33,17,16,2,15,6,3,1,3,1,9,49,36,16,35,22,47,4,4,8,23,8/19/18
8/26/18,1,7,56,7,78,2,5,41,28,13,3,88,2,13,5,79,11,50,19,9,4,18,8,7,29,73,43,71,8,36,1,2,20,54,3,30,50,37,68,2,7,50,3,12,5,58,14,28,10,14,3,17,4,3,1,2,1,0,17,35,25,26,20,27,3,4,8,15,8/26/18
9/2/18,1,7,59,7,80,2,5,37,20,14,3,89,2,13,5,82,11,49,19,9,4,18,8,8,30,73,44,70,8,32,1,2,7,50,8,36,48,29,60,2,6,38,5,9,5,60,16,32,10,15,3,15,3,2,1,2,1,0,50,50,15,34,27,39,3,0,4,13,9/2/18
9/9/18,1,8,58,7,72,2,5,37,22,15,3,87,2,13,6,77,11,50,20,10,3,18,8,10,29,79,44,67,8,35,1,2,5,51,16,32,32,50,62,3,7,37,6,9,15,47,9,30,8,17,2,14,4,3,1,2,1,0,49,19,24,23,17,37,2,0,10,25,9/9/18
9/16/18,1,8,59,8,76,3,5,38,25,16,3,84,2,14,6,79,12,51,20,10,4,18,8,13,29,81,46,69,8,31,1,2,5,54,11,39,43,37,72,3,4,33,6,12,16,62,13,39,9,16,4,11,4,3,1,2,1,8,52,16,23,35,27,33,2,3,5,21,9/16/18
9/23/18,1,8,60,7,74,3,5,37,23,15,3,83,2,13,5,77,12,51,20,9,4,18,9,13,32,79,47,68,9,27,1,2,3,52,12,25,28,44,71,4,5,31,5,9,9,71,16,36,16,16,3,13,4,3,1,2,1,8,48,12,27,21,18,32,2,0,5,32,9/23/18
9/30/18,1,8,61,7,75,3,6,37,25,15,3,87,2,13,6,81,12,62,20,10,4,18,8,14,32,80,46,69,9,29,1,2,6,58,3,16,46,49,64,6,3,39,10,8,12,78,14,38,19,15,3,18,4,3,1,1,2,0,45,49,19,35,33,26,0,5,4,16,9/30/18
10/7/18,1,7,59,8,76,2,6,37,43,15,3,88,3,14,6,81,12,58,19,10,4,18,8,13,30,81,44,71,8,38,1,2,2,66,9,28,47,75,60,3,7,48,27,9,7,62,20,39,18,15,4,18,4,3,1,3,2,0,32,24,23,29,24,21,2,11,4,46,10/7/18
10/14/18,1,8,59,7,74,3,5,37,37,16,3,84,2,13,6,79,11,55,20,10,4,17,8,13,28,82,44,74,8,26,1,2,2,86,13,21,40,51,71,5,3,48,14,12,13,66,13,38,12,13,5,17,5,3,1,3,1,0,38,34,19,26,19,18,5,0,0,56,10/14/18
10/21/18,1,8,58,7,72,3,6,37,43,15,3,81,2,13,6,82,11,56,19,10,4,17,8,12,29,83,43,70,8,24,1,2,2,56,10,33,30,51,72,6,6,50,22,12,9,56,8,25,8,19,2,16,3,3,0,3,1,0,74,49,29,21,24,26,5,4,0,25,10/21/18
10/28/18,1,7,59,6,73,3,6,37,41,15,3,84,2,13,6,81,12,51,20,10,3,17,8,12,31,82,44,71,8,25,1,2,2,54,11,33,53,49,54,4,7,40,13,9,7,55,17,38,7,15,2,14,4,3,2,2,1,8,59,46,19,29,19,20,3,6,0,31,10/28/18
11/4/18,1,7,60,6,73,3,6,38,34,14,3,83,2,13,6,79,11,49,20,9,3,18,9,11,33,83,43,74,8,27,1,2,3,53,18,26,33,23,68,2,3,38,13,12,5,59,12,21,8,17,3,12,4,2,0,2,1,7,53,32,15,26,18,27,2,3,9,30,11/4/18
11/11/18,1,7,58,6,72,2,6,36,36,14,2,85,2,13,6,79,12,49,18,9,3,17,8,10,29,78,44,75,9,33,1,2,2,50,14,29,50,47,62,2,6,43,11,9,4,62,16,40,17,16,3,16,4,2,1,3,1,0,54,25,22,33,19,29,3,4,7,31,11/11/18
11/18/18,1,6,56,5,74,2,5,28,33,11,1,81,2,13,5,74,11,43,14,7,3,15,6,6,26,62,36,97,7,28,1,1,2,46,6,36,34,39,67,5,8,36,23,10,4,40,11,33,11,13,5,14,4,3,1,3,1,0,84,30,18,27,23,32,0,0,0,22,11/18/18
11/25/18,1,8,60,6,67,3,6,37,37,15,2,88,2,15,7,82,13,50,18,9,3,17,8,10,29,83,43,92,8,27,1,2,2,56,11,27,42,42,72,3,2,40,19,12,14,78,20,46,8,20,4,17,4,4,1,2,1,0,50,33,14,24,23,25,3,4,4,31,11/25/18
12/2/18,2,8,60,6,70,3,6,36,48,15,3,88,3,14,7,83,15,48,19,9,3,17,9,10,28,87,44,86,8,35,1,2,3,55,12,31,34,40,78,3,3,35,29,12,8,85,18,33,19,16,4,15,4,3,1,3,2,0,54,25,20,38,41,52,0,5,4,31,12/2/18
12/9/18,1,8,60,6,75,3,6,36,47,14,3,87,2,14,7,86,13,48,19,9,3,16,9,11,29,83,44,90,8,27,1,2,2,61,21,40,40,51,75,4,3,40,13,12,8,58,13,30,9,14,4,12,3,2,1,3,1,9,65,35,12,36,29,22,3,8,4,44,12/9/18
12/16/18,2,7,57,8,79,2,5,32,64,13,2,88,2,15,7,87,12,46,16,8,3,15,7,7,29,70,39,93,8,28,1,2,2,51,38,30,39,70,64,11,8,39,32,13,8,76,21,47,15,22,3,17,3,4,2,3,1,0,52,38,23,35,17,27,4,0,0,44,12/16/18
12/23/18,1,6,52,8,91,2,4,28,77,8,1,83,3,16,7,84,9,39,12,6,3,16,5,2,26,50,32,100,8,31,1,1,2,43,38,24,45,54,84,5,3,34,35,8,5,56,21,48,10,19,2,17,4,2,2,5,1,11,74,45,16,42,9,29,0,5,5,23,12/23/18
12/30/18,1,7,56,7,89,2,4,35,56,12,1,92,2,17,8,87,8,44,15,7,3,18,5,3,28,61,36,86,8,32,1,1,1,50,14,37,29,34,82,2,4,36,25,8,6,52,16,37,16,16,2,14,3,3,1,4,1,10,64,59,16,31,19,25,3,4,0,39,12/30/18
1/6/19,1,8,58,7,77,3,5,40,53,15,3,87,2,18,9,88,10,48,18,9,3,19,7,6,33,74,42,82,9,28,1,2,2,64,15,34,30,37,74,8,4,42,17,14,9,69,9,52,11,16,4,14,4,3,1,3,1,0,80,25,14,37,26,31,3,7,4,35,1/6/19
1/13/19,1,8,58,7,77,3,5,41,45,16,3,87,2,18,9,85,11,49,19,9,3,18,7,7,31,80,43,78,8,28,1,2,2,74,15,33,35,40,68,0,3,47,20,11,7,69,11,42,15,17,2,14,4,4,2,3,1,0,67,54,20,33,19,35,3,6,0,100,1/13/19
1/20/19,1,8,58,6,80,3,5,39,39,15,3,88,2,18,9,85,10,49,19,9,3,18,8,7,33,82,42,78,8,36,1,2,2,59,10,26,41,25,62,2,2,40,14,14,8,61,15,45,10,19,2,11,4,2,1,3,2,0,54,75,19,26,35,43,3,4,7,52,1/20/19
1/27/19,1,8,58,7,75,3,5,41,41,18,3,92,2,20,8,86,10,53,20,10,3,18,8,8,29,84,45,75,8,28,1,2,2,62,8,29,56,37,62,4,6,43,16,26,8,53,10,35,11,15,3,21,5,4,1,3,1,0,75,54,18,23,30,33,0,4,9,46,1/27/19
2/3/19,1,8,59,7,74,2,6,40,36,19,3,93,2,21,8,84,11,52,20,10,3,18,8,9,27,90,45,81,8,28,1,2,2,60,8,28,35,41,63,0,5,44,9,16,8,65,15,43,6,15,4,15,5,2,1,3,1,8,57,53,19,31,15,34,2,7,4,50,2/3/19
2/10/19,1,10,59,6,87,3,6,39,38,20,3,92,2,21,7,87,11,48,20,10,3,19,8,10,28,85,44,82,8,28,1,2,3,62,16,22,41,35,55,0,5,45,11,16,7,47,6,42,5,16,3,14,5,3,1,2,1,8,50,38,19,25,23,25,0,0,6,50,2/10/19
2/17/19,1,8,60,6,80,3,6,41,33,20,2,93,2,22,7,85,10,48,19,10,3,19,8,10,28,89,42,77,7,35,1,2,2,60,10,29,38,29,86,2,3,36,9,15,12,70,12,48,8,20,3,13,4,3,1,2,1,0,80,50,14,37,25,43,5,0,4,31,2/17/19
2/24/19,1,8,60,7,77,3,6,41,36,20,3,93,2,19,7,86,11,50,20,10,3,19,8,9,31,87,45,73,8,27,1,2,2,59,19,38,31,34,61,2,3,56,12,11,7,53,16,43,8,16,4,11,4,4,1,3,1,0,52,48,17,23,22,21,2,4,0,37,2/24/19
3/3/19,1,8,61,6,80,3,6,42,35,19,2,92,2,17,6,83,11,65,19,10,3,19,8,9,27,84,45,73,7,27,1,2,2,60,21,36,43,42,69,6,2,56,13,21,2,71,9,31,10,15,2,20,4,3,1,3,1,0,43,30,14,22,22,28,3,11,0,40,3/3/19
3/10/19,1,8,59,7,78,3,5,40,32,19,2,90,2,17,6,81,10,53,18,10,4,18,7,8,29,80,43,81,7,26,1,33,2,57,16,16,48,35,63,2,2,36,10,16,8,53,13,30,7,17,2,18,5,2,1,3,1,8,54,41,25,42,21,24,3,31,7,40,3/10/19
3/17/19,1,8,61,7,81,3,5,42,35,18,2,88,2,16,6,81,11,52,19,10,4,17,7,8,32,80,44,71,7,27,1,7,2,57,20,36,37,44,58,2,3,49,11,9,8,86,10,30,8,15,3,20,4,3,1,3,1,0,100,26,17,34,19,34,0,15,4,33,3/17/19
3/24/19,1,7,61,7,79,3,6,44,34,18,2,90,2,16,6,80,10,51,19,10,4,17,7,7,28,82,45,73,9,28,1,4,2,56,36,34,33,28,64,5,7,46,13,17,8,74,19,43,8,17,4,16,5,3,1,2,3,0,54,22,15,25,19,22,0,10,4,24,3/24/19
3/31/19,1,8,60,6,76,3,6,46,35,19,2,94,2,17,6,84,10,57,19,11,4,17,7,7,27,86,44,71,8,28,1,3,2,59,10,22,46,41,63,5,9,35,10,10,7,72,7,41,18,17,2,14,4,4,1,3,1,9,54,32,10,36,25,19,5,16,4,52,3/31/19
4/7/19,1,8,62,6,74,3,6,44,32,22,3,92,2,19,6,83,11,51,20,11,4,17,8,7,25,88,45,71,7,30,1,4,2,58,36,23,38,30,53,5,4,47,6,14,8,64,16,47,13,22,4,14,4,2,1,2,1,0,32,28,25,36,25,48,0,8,0,51,4/7/19
4/14/19,1,7,62,6,78,3,6,42,29,21,2,90,2,18,6,85,11,49,19,10,4,16,7,8,27,78,41,71,7,37,1,3,2,53,13,36,37,37,55,10,3,54,7,11,21,63,8,42,9,19,4,14,4,3,1,3,1,0,59,27,11,32,18,26,4,10,0,46,4/14/19
4/21/19,1,8,61,6,74,3,6,44,31,18,2,90,2,14,6,82,12,50,20,11,4,17,7,8,27,83,43,70,7,31,1,3,2,54,11,52,44,37,68,5,4,47,6,12,7,73,11,33,15,16,3,18,4,4,1,3,1,0,64,37,17,20,17,36,6,8,0,28,4/21/19
4/28/19,1,8,65,6,76,3,7,45,30,18,3,94,2,14,6,87,11,50,20,10,4,18,8,9,26,84,45,71,7,30,1,3,2,54,18,44,42,26,65,4,7,46,6,14,9,62,13,33,11,15,2,17,4,4,1,3,1,0,41,14,18,22,21,36,0,8,8,46,4/28/19
5/5/19,1,7,65,6,83,3,6,42,45,16,2,90,2,13,6,82,11,49,19,9,4,17,7,8,26,80,46,72,7,37,1,2,2,54,14,24,46,39,66,2,2,39,15,11,8,65,11,34,12,17,3,11,4,3,1,3,0,9,93,9,18,31,10,38,3,6,4,55,5/5/19
5/12/19,1,7,62,6,81,3,5,42,51,15,2,90,2,13,6,84,10,50,18,9,4,18,7,7,24,74,56,70,7,30,1,2,2,55,17,30,39,42,82,2,3,36,28,17,8,79,12,27,8,22,3,13,3,3,1,4,0,19,75,28,19,27,10,20,3,8,4,41,5/12/19
5/19/19,1,7,60,5,77,2,5,41,37,14,2,89,2,13,6,87,9,50,17,9,4,17,7,6,24,68,54,69,7,34,1,2,2,52,11,41,34,22,60,3,5,52,13,15,3,65,14,30,4,20,2,14,5,3,0,3,1,9,75,47,20,36,22,26,0,4,0,29,5/19/19
5/26/19,1,6,57,5,79,2,4,40,33,12,2,91,2,13,6,83,8,47,16,8,4,17,6,5,25,61,48,71,7,32,1,2,1,49,17,27,40,22,64,4,0,40,24,9,3,65,12,29,8,15,3,13,4,3,1,4,1,0,34,29,26,32,20,26,0,0,4,42,5/26/19
6/2/19,1,7,57,5,78,2,4,42,42,14,1,95,2,13,6,81,8,51,16,9,5,17,6,5,25,64,45,74,8,30,1,2,2,53,13,30,47,27,57,4,4,46,15,9,7,71,11,29,14,15,2,14,4,3,1,3,1,0,50,36,24,35,24,31,0,6,0,36,6/2/19
6/9/19,1,5,58,4,100,2,4,31,5,7,1,71,2,12,7,79,8,44,15,6,4,18,5,3,24,49,42,90,6,28,1,2,2,30,0,0,53,,,,,,,,0,92,23,46,0,34,0,10,3,0,0,3,0,0,80,0,49,73,0,0,0,0,35,0,6/9/19
